,text,label,explanation
1528,"Yes, and later such an anecdote happened to me that I started roaming right and left, and a film came, Dilwale Ajay Devgan, I had cut that entire film and put it on WhatsApp status, such a scene happened with me .",0,i
1529,Now I don't know whether I will be fine or not.,0,i
1530,"I almost like detective work, I was either going to take a detective course, thinking of me",0,i
1531,"There were a lot of abuses, they used to scare even the children, they became the eldest son, he is also afraid of the wise.",2,w/f
1532,"Sir, I think that the family member should go before the time and then I will go on my own.",0,i
1533,"I am looking good, I am thinking that if children get government job then it is very good otherwise children earn 15 or 20 thousand rupees today from anywhere.",0,i
1534,"If it happens sir, it happens many times to die, but I will not die.",1,"The person is showing clear signs of depression, such as suicidal thoughts"
1535,Sir it was one or two years ago not now,0,i
1536,"No, there is no mother-in-law, mother-in-law was there, it has been 2 years, she left.",0,i
1537,"The mood and mood used to be right earlier, now I am feeling nervous, restless and scared, hands and feet are trembling, there is no desire to work.",1,"The person is showing clear signs of depression, such as negative thoughts"
1538,"Don't know what is happening in the body, bad thoughts are coming in the mind in itself.",0,i
1539,"It seems that the house in the house was good earlier, it is not good now.",0,i
1540,"Yes, it has become closed, it was open and open earlier.",0,i
1541,"No no no earlier there was no fear, now restlessness is like nervousness.",1,"The person is showing clear signs of depression, such as restlessness and nervousness"
1542,Afraid to go out.,0,i
1543,"Yes, I was completely fine before. I have done my work a lot, I have felt my hunger and thirst, now I am neither hungry nor hungry.",0,i
1544,"What do you have to take, if you have to make your future well, then I started saying that I will die - why will I die like this, just then I will take it after a long time.",1,"The person is showing clear signs of depression, such as suicidal thoughts"
1545,Tension does not come out of my heart and mind.,1,"The person is showing clear signs of depression, such as stress"
1546,"Yes, the boy is also at his house, he has left two streets.",0,i
1547,"He is also preparing for the boy's studies, he is also preparing for the daughter.",0,i
1548,"There was a fight between the two, no matter what happened, I have come to know from somewhere that they have married love marriage, the daughter did not even tell, so I am shocked, a daughter that too has so many desires Marries with Even if Uncle did not do this, then this thing does not come out of my mind.",2,i
1549,It's painful and doesn't even seem to be in the relationship.,2,i
1550,"No, the daughter is mine, the beta is ours.",0,i
1551,does not like to work.,0,i
1552,"Sir, I don't think so much about the future, I just keep dreaming about the air.",0,i
1553,"Like a dream like Sheikh Chilli, that I am going, I will get so much money, I am driving the car, I drove the car and I went there, I got one lakh rupees there, I did that, there I built a house, I got a car, I'm having fun.",0,i
1554,"Sometimes I think, sometimes it seems that relief will start, like after getting good treatment, sometimes it seems that it will continue like this, man, it will not happen, but mostly it remains that brother, I take medicine, and sometimes such confidence is also there. It goes, I'll do exercise, I'll do yoga, I'll do fine, but it's been a couple of times, after that.",2,c
1555,"After running in the sun, I think many times that I should exercise, but I feel so much weakness in the body, that I do not get the next time.",2,c
1556,My mind never makes me happy when I wake up in the morning sir,0,i
1557,"No, as soon as I wake up in the morning, I enter my thoughts.",1,"The person is showing clear signs of depression, such as negative thoughts"
1558,"Same thoughts, same dreams, Sheikh Chilli Wale Bhai, if I do this, I will get this.",0,i
1559,"When I'm fine, then when I'm fine.",0,i
1560,"Yes, then I become normal, like I talk a lot.",0,i
1561,"Cause yes, as I tell now, we sometimes get into a fight over some or the other thing.",0,i
1562,"Yes, not the same but behind in the family, the same as after drinking alcohol, actually papa got it out in a little paper whether we evict you, because of their father-in-law's, ours, they feel that they tortured me I have gone into depression, while those people do not think that we have been tortured, that is also the right thing, what will I say now, I have gone because of my thoughts, in my depression, it is correct that my thoughts I have gone because of my mother-in-law, she is very active, she does all the work, 75 years.",2,w/f
1563,"No, she is not irritable type, she does a lot of devotion, but she is confident in herself.",0,i
1564,"It's like this, doctor, my nature is not a little different, I am neither from the beginning",0,i
1565,"So we felt that when there is a patient of depression, when they are getting it done, then there is no point in letting them get it done.",2,c
1566,"Depression is feeling like I am not feeling hungry and thirsty, I am not wanting to work, I don't like someone's things, I don't feel good about anything.",1,"The person is showing clear signs of depression, such as trouble with sleep, laziness, trouble with appetite"
1567,"Anxiety roams in someone's mind, how will they be upright, how will the children live, what will happen to us if something happens tomorrow, it is just a feeling",2,w/f
1568,"Yes, if you go mad, who will take care of us, who will take care of our children.",2,w/f
1569,There is a cup of tea in the body.,0,i
1570,no it was never like that,2,c
1571,"My name is hetu chaudhary, i am in 12th class right now, and im a straight",0,i
1572,"Mommy, daddy, brother and me.",0,i
1573,Government officer is in pilot hospital,0,i
1574,She is also a government officer and works in Tihar Jail.,0,i
1575,Brother is third year medical student.,0,i
1576,Others will know a little about their daughter.,0,i
1577,"Some, things are such that it is known from outside that now it is saying that I will not marry this boy, so now find a boy for me, why did I find it when you got married then why didn't you go with such.",0,i
1578,"No, she keeps quiet, she just tells me right here to find a boy for me.",0,i
1579,"I used to say, don't find me, now I'm doing like you, I'm saying, I'll do it, I have a duty to understand, don't think of someone's child, now I should marry you, suppose boy a DM, he comes in love A man is half, this age had come in us too, it is not so, but I know that your age has passed in ignorance.",0,i
